number,time,thscode,open,high,low,close,volume,amount,turnoverRatio,totalCapital,pe,pb
202,2022-06-27,603939.SH,199.5657,203.8918,189.5968,190.3868,6109627.0,315324949.0,0.852,36368838435.3,33.3993,4.6889
203,2022-06-24,603939.SH,195.6158,203.1395,192.7944,200.0548,2918271.0,154468784.0,0.407,38215665441.4,35.0953,4.927
204,2022-06-23,603939.SH,193.4715,198.6253,186.5121,196.6691,5324751.0,272943553.0,0.7425,37568916684.4,34.5014,4.8436
205,2022-06-22,603939.SH,185.4588,201.8228,182.8631,194.4872,9657612.0,497110868.0,1.3468,37152123041.0,34.1186,4.7898
206,2022-06-21,603939.SH,182.1108,185.5717,176.8442,184.1046,3567887.0,173982789.0,0.4975,35168760186.2,32.2972,4.5341
207,2022-06-20,603939.SH,173.12,186.2112,173.12,178.4242,3026841.0,145167520.0,0.4221,34083659493.9,31.3007,4.3942
208,2022-06-17,603939.SH,175.3395,179.7408,171.5024,177.9351,2410578.0,112981354.0,0.3362,33990240229.0,31.2149,4.3822
209,2022-06-16,603939.SH,176.5433,180.1546,173.12,176.0542,2247978.0,105812561.0,0.3135,33630935364.0,30.8849,4.3359
210,2022-06-15,603939.SH,175.6028,180.1546,175.189,175.3018,1925039.0,90621355.0,0.2685,33487213418.0,30.7529,4.3173
211,2022-06-14,603939.SH,176.769,177.2956,172.4052,176.3175,1938060.0,89989577.0,0.2703,33681238045.1,30.9311,4.3424
212,2022-06-13,603939.SH,174.9257,179.9289,170.9005,179.4399,4252263.0,198242145.0,0.593,34277684121.0,31.4789,4.4192
213,2022-06-10,603939.SH,171.3895,178.1985,168.7186,178.1985,6608732.0,304857825.0,0.9216,34040542910.1,31.2611,4.3887
214,2022-06-09,603939.SH,172.2548,175.1514,169.5086,171.3519,2769024.0,126455511.0,0.3861,32732673201.5,30.06,4.2201
215,2022-06-08,603939.SH,175.0761,176.3552,171.1638,174.3614,3237552.0,149215386.0,0.4515,33307560985.5,30.588,4.2942
216,2022-06-07,603939.SH,183.0136,184.255,173.9852,174.9633,3422873.0,161199388.0,0.4773,33422538542.3,30.6936,4.309
217,2022-06-06,603939.SH,171.7281,185.4588,170.5995,184.5184,4466590.0,214521494.0,0.6229,35247807256.5,32.3698,4.5443
218,2022-06-02,603939.SH,173.1952,174.9633,171.0886,173.7971,2126273.0,97313802.0,0.2965,33199769526.0,30.489,4.2803
219,2022-06-01,603939.SH,173.0447,176.8066,171.7281,175.0009,1760513.0,81856895.0,0.2455,33429724639.6,30.7002,4.3099
220,2022-05-31,603939.SH,170.5995,176.9947,169.2829,174.7376,3217782.0,148526280.0,0.4487,33379421958.5,30.654,4.3034
221,2022-05-30,603939.SH,171.6905,174.5119,166.6496,170.4491,4347424.0,196027110.0,0.6063,32567257555.4,29.9081,4.1987
222,2022-05-27,603939.SH,176.769,176.8066,171.6152,174.7,3584251.0,166021471.0,0.4998,33379462389.6,30.654,4.3034
223,2022-05-26,603939.SH,176.7313,178.6875,170.9757,176.8066,3684916.0,171637208.0,0.5139,33781970980.0,31.0236,4.3553
224,2022-05-25,603939.SH,169.0196,179.2894,166.0101,176.7313,6679424.0,311145236.0,0.9315,33767595673.2,31.0104,4.3535
225,2022-05-24,603939.SH,162.963,171.0886,161.8345,168.5305,5943528.0,266204992.0,0.8288,32200687232.0,29.5715,4.1515
226,2022-05-23,603939.SH,161.1949,164.4677,159.2012,163.6778,1975124.0,85331547.0,0.2754,31273479943.4,28.72,4.0319
227,2022-05-20,603939.SH,160.1416,163.9787,158.7874,160.9692,2648702.0,113473230.0,0.3694,30755968898.6,28.2447,3.9652
228,2022-05-19,603939.SH,158.825,161.383,153.9346,161.383,2741009.0,115251532.0,0.3822,30835033086.0,28.3173,3.9754
229,2022-05-18,603939.SH,161.7968,161.7968,156.8688,159.8031,3073323.0,130444343.0,0.4286,30533151643.2,28.0401,3.9365
230,2022-05-17,603939.SH,160.104,162.5116,154.3108,161.7216,3619531.0,154199904.0,0.5048,30899721966.6,28.3767,3.9837
231,2022-05-16,603939.SH,156.6807,161.684,154.4989,160.104,4356944.0,184850258.0,0.6076,30590652870.4,28.0929,3.9439
232,2022-05-13,603939.SH,153.9722,157.9221,152.5803,156.6807,4372755.0,181183102.0,0.6098,29936576411.0,27.4922,3.8596
233,2022-05-12,603939.SH,150.5113,156.1165,147.8404,153.0317,4237339.0,172873367.0,0.5909,29239374031.2,26.8519,3.7697
234,2022-05-11,603939.SH,149.947,153.4832,146.9376,151.527,4759434.0,191523115.0,0.6637,28951867895.2,26.5879,3.7326
235,2022-05-10,603939.SH,151.8656,152.9565,147.8404,150.5113,5838074.0,232637760.0,0.8141,28757801253.4,26.4097,3.7076
236,2022-05-09,603939.SH,154.4612,156.7183,150.4361,154.3484,5591026.0,229166044.0,0.7797,29490941900.2,27.083,3.8021
237,2022-05-06,603939.SH,149.7589,157.0569,149.2699,155.2136,7419303.0,302041288.0,1.0346,29656257928.4,27.2348,3.8234
238,2022-05-05,603939.SH,144.6428,152.2794,142.8748,152.2794,9882051.0,392145373.0,1.3781,29095620963.2,26.7199,3.7512
239,2022-04-29,603939.SH,127.5265,138.4358,127.4888,138.4358,8582258.0,310328918.0,1.1968,26450564512.0,24.2908,3.4101
240,2022-04-28,603939.SH,125.6455,127.4888,122.7113,125.8336,3907744.0,130038106.0,0.5449,24042700623.0,22.0796,3.0997
241,2022-04-27,603939.SH,121.9213,124.0656,118.3099,123.6518,4245831.0,137312290.0,0.5921,23625816725.8,21.6967,3.046
242,2022-04-26,603939.SH,125.006,127.865,122.1094,122.7865,4623895.0,153545737.0,0.6448,23460500697.6,21.5449,3.0246
243,2022-04-25,603939.SH,134.2978,134.2978,123.7646,124.8179,4973699.0,168575579.0,0.6936,23848633981.2,21.9014,3.0747
244,2022-04-22,603939.SH,132.1159,132.7554,128.0907,132.4168,3775544.0,131054561.0,0.5265,25300539968.0,23.2347,3.2619
245,2022-04-21,603939.SH,136.3292,138.2853,129.7836,132.4168,4092372.0,146127688.0,0.5707,25300539968.0,23.2347,3.2619
246,2022-04-20,603939.SH,134.373,139.4139,133.5454,135.1254,4639116.0,168961890.0,0.6469,25818051012.8,23.71,3.3286
247,2022-04-19,603939.SH,133.7711,139.9405,132.8306,134.373,4397374.0,157875968.0,0.6132,25674297944.8,23.578,3.3101
248,2022-04-18,603939.SH,134.7116,135.8025,131.2883,134.5987,2949922.0,103988375.0,0.4114,25717423865.2,23.6176,3.3156
249,2022-04-15,603939.SH,134.9749,136.5173,132.2288,136.5173,2580648.0,92326989.0,0.3599,26083994188.6,23.9542,3.3629
250,2022-04-14,603939.SH,136.8558,138.3229,134.6363,136.8558,3039832.0,109990069.0,0.4239,26148683069.2,24.0136,3.3712
251,2022-04-13,603939.SH,139.5267,142.4986,136.9311,136.9311,2968152.0,109580748.0,0.4139,26163058376.0,24.0268,3.3731
252,2022-04-12,603939.SH,132.793,141.7086,132.793,141.1819,3475820.0,127562826.0,0.4847,26975263210.2,24.7727,3.4778
253,2022-04-11,603939.SH,135.4263,137.6082,132.6049,134.1473,2831659.0,101233593.0,0.3949,25631172024.4,23.5384,3.3045
254,2022-04-08,603939.SH,139.9405,142.7243,134.9749,136.743,5320222.0,193490403.0,0.7419,26127120109.0,23.9938,3.3684
255,2022-04-07,603939.SH,145.2071,146.2604,139.301,140.6177,4199773.0,157682014.0,0.5857,26867448409.2,24.6737,3.4639
256,2022-04-06,603939.SH,148.1413,149.3828,144.6428,146.599,3140588.0,122249743.0,0.438,28010285299.8,25.7232,3.6112
257,2022-04-01,603939.SH,150.5113,150.5113,145.5833,148.1413,3122652.0,123140001.0,0.4355,28304979089.2,25.9938,3.6492
258,2022-03-31,603939.SH,150.5113,157.6212,149.6837,150.4737,5812417.0,235842125.0,0.8106,28750613600.0,26.4031,3.7067
259,2022-03-30,603939.SH,148.4423,152.9565,146.3357,151.1508,4609376.0,182862497.0,0.6428,28879991361.2,32.5267,3.8603
260,2022-03-29,603939.SH,149.3075,150.2104,145.2071,147.4642,3741401.0,146791034.0,0.5217,28175601328.0,31.7334,3.7661
261,2022-03-28,603939.SH,152.8436,152.8813,147.1256,149.3451,3942329.0,156535086.0,0.5498,28534983998.0,32.1382,3.8142
262,2022-03-25,603939.SH,156.7183,158.7874,153.7465,154.3484,3201666.0,132508657.0,0.4465,29490941900.2,33.2148,3.942
263,2022-03-24,603939.SH,155.3641,158.6745,154.3108,158.035,2768238.0,115456044.0,0.386,30195331933.4,34.0082,4.0361
264,2022-03-23,603939.SH,156.4926,156.7936,153.1446,155.9284,3152297.0,130284110.0,0.4396,29792823343.0,33.5548,3.9823
265,2022-03-22,603939.SH,160.7811,161.3454,155.3265,155.9284,2583571.0,107668114.0,0.3603,29792823343.0,33.5548,3.9823
266,2022-03-21,603939.SH,161.7592,163.5649,158.3736,160.7811,2982931.0,127645284.0,0.416,30720030631.6,34.5991,4.1062
267,2022-03-18,603939.SH,160.6307,161.6464,157.2074,159.1259,3354278.0,141995028.0,0.4678,30403773882.0,34.2429,4.064
268,2022-03-17,603939.SH,161.0068,164.9192,158.1855,160.104,5073318.0,218905787.0,0.7075,30590652870.4,34.4534,4.0889
269,2022-03-16,603939.SH,161.9473,164.2796,149.8342,159.5021,8511052.0,350334482.0,1.1869,30475650416.0,34.3239,4.0736
270,2022-03-15,603939.SH,167.8158,167.8158,156.7936,159.7278,6126825.0,263205362.0,0.8544,30518776336.4,34.3725,4.0793
271,2022-03-14,603939.SH,189.6345,190.3492,165.5211,170.4115,12308525.0,583970619.0,1.7165,32560069902.0,36.6715,4.3522
272,2022-03-11,603939.SH,161.8721,179.5527,159.2012,179.5527,9676161.0,445100880.0,1.3494,34306669678.2,38.6387,4.5857
273,2022-03-10,603939.SH,164.1292,167.0258,162.8125,163.2263,2631098.0,114965161.0,0.3669,31187228102.6,35.1253,4.1687
274,2022-03-09,603939.SH,163.2263,164.9568,153.7841,162.5868,3475798.0,147917138.0,0.4847,31065037994.8,34.9877,4.1524
275,2022-03-08,603939.SH,174.7376,175.3018,162.1354,164.543,5564735.0,245950160.0,0.776,31438795971.6,35.4087,4.2023
276,2022-03-07,603939.SH,182.3741,182.4117,171.9162,174.4742,3867310.0,179909343.0,0.5393,33336336469.2,37.5458,4.456
277,2022-03-04,603939.SH,182.0732,185.1579,181.3208,182.4493,1456763.0,71015462.0,0.2031,34860118990.0,39.262,4.6596
278,2022-03-03,603939.SH,180.7941,185.4964,180.7941,182.9384,2710722.0,132376917.0,0.378,34953558484.2,39.3672,4.6721
279,2022-03-02,603939.SH,183.465,183.465,178.8756,182.0355,2639497.0,126593853.0,0.3681,34781054802.6,39.1729,4.6491
280,2022-03-01,603939.SH,185.8726,189.1454,181.2456,185.1203,2347098.0,114884982.0,0.3273,35370442381.4,39.8368,4.7278
281,2022-02-28,603939.SH,185.0826,186.2112,182.3741,185.8726,2221321.0,108837028.0,0.3098,35514195449.4,39.9987,4.7471
282,2022-02-25,603939.SH,185.1579,187.114,184.1422,185.835,2094863.0,103082950.0,0.2921,35507007796.0,39.9906,4.7461
283,2022-02-24,603939.SH,184.3303,186.9259,179.628,185.7221,1842501.0,89825066.0,0.2569,35485444835.8,39.9663,4.7432
284,2022-02-23,603939.SH,185.4212,187.4526,183.8788,185.9855,1419106.0,70062116.0,0.1979,35535758409.6,40.023,4.7499
285,2022-02-22,603939.SH,187.7535,187.7535,183.5779,185.4212,1380179.0,68029358.0,0.1925,35427943608.6,39.9015,4.7355
286,2022-02-21,603939.SH,189.4464,189.4464,187.0764,188.0921,929037.0,46398196.0,0.1296,35938267000.0,40.4763,4.8037
287,2022-02-18,603939.SH,187.5655,190.1611,184.8569,188.5812,1255425.0,62518473.0,0.1751,36031706494.2,40.5815,4.8162
288,2022-02-17,603939.SH,189.183,190.3116,186.8883,188.2802,1676844.0,84004376.0,0.2338,35974205267.0,40.5168,4.8085
289,2022-02-16,603939.SH,188.7692,192.2301,186.8883,188.7692,1950967.0,98006427.0,0.2721,36067644761.2,40.622,4.821
290,2022-02-15,603939.SH,186.8507,186.8883,180.5684,185.7598,3249303.0,157585652.0,0.4531,35492632489.2,39.9744,4.7442
291,2022-02-14,603939.SH,190.4621,192.6063,184.3679,186.9259,1937509.0,95844287.0,0.2702,35715449744.6,40.2253,4.774
292,2022-02-11,603939.SH,195.0139,198.6253,188.1297,190.3492,2166343.0,110592290.0,0.3021,36369526204.0,40.962,4.8614
293,2022-02-10,603939.SH,189.3711,197.8729,186.8131,197.1205,3517683.0,181647826.0,0.4905,37663303816.0,42.4191,5.0343
294,2022-02-09,603939.SH,193.3587,199.3776,186.6626,188.8445,2649452.0,133635531.0,0.3695,36082020068.0,40.6382,4.823
295,2022-02-08,603939.SH,192.343,194.8634,189.0702,193.3587,2154878.0,109724659.0,0.3005,36944538476.0,41.6096,4.9382
296,2022-02-07,603939.SH,189.4088,194.9387,188.4683,190.6878,2761620.0,140635465.0,0.3851,36434215084.6,41.0349,4.87
297,2022-01-28,603939.SH,191.4402,192.4182,185.2331,185.6469,3101391.0,154634764.0,0.4325,35471069529.0,39.9501,4.7413
298,2022-01-27,603939.SH,195.202,195.202,188.1297,193.923,3367130.0,170852091.0,0.4696,37052353277.0,41.7311,4.9527
299,2022-01-26,603939.SH,200.8448,202.7633,189.973,197.8729,3848568.0,199206196.0,0.5367,37807056884.0,42.5811,5.0535
300,2022-01-25,603939.SH,204.4561,204.6818,198.0234,200.8824,2133454.0,113892773.0,0.2975,38382069156.0,43.2287,5.1304
301,2022-01-24,603939.SH,203.1395,205.5847,198.0986,204.2304,1925191.0,103508327.0,0.2685,39021770308.6,43.9492,5.2159
302,2022-01-21,603939.SH,205.058,207.7289,200.13,204.2304,2818575.0,152732621.0,0.3931,39021770308.6,43.9492,5.2159
303,2022-01-20,603939.SH,208.9703,211.3779,205.0204,207.6537,1955908.0,108106645.0,0.2728,39675846768.0,44.6858,5.3033
304,2022-01-19,603939.SH,204.8323,214.425,203.1395,210.6255,3181001.0,177296390.0,0.4436,40243671386.6,45.3253,5.3792
305,2022-01-18,603939.SH,207.5785,208.1803,203.0642,206.8637,2212286.0,120660862.0,0.3085,39524906046.6,44.5158,5.2832
306,2022-01-17,603939.SH,203.1771,212.1679,199.9419,208.9703,5538083.0,303050510.0,0.7723,39927414637.0,44.9692,5.337
307,2022-01-14,603939.SH,201.9733,212.1303,197.9481,209.4594,5507587.0,301835173.0,0.768,40020854131.2,45.0744,5.3494
308,2022-01-13,603939.SH,203.1771,211.2651,199.7538,201.1081,4321527.0,234711065.0,0.6026,38425195076.4,43.2772,5.1362
309,2022-01-12,603939.SH,201.1081,206.149,198.4372,204.9075,3310065.0,178890243.0,0.4616,39151148069.8,44.0949,5.2332
310,2022-01-11,603939.SH,204.9452,205.3213,199.3776,200.3557,3962893.0,212291184.0,0.5526,38281442008.4,43.1153,5.1169
311,2022-01-10,603939.SH,207.0894,210.5879,202.3119,205.0956,5190841.0,282456303.0,0.7239,39187086336.8,44.1353,5.238
312,2022-01-07,603939.SH,204.4937,213.6726,203.8542,211.7541,6028090.0,335846547.0,0.8406,40459300988.6,45.5682,5.4081
313,2022-01-06,603939.SH,209.0832,212.1303,200.8824,204.6066,5768775.0,314112513.0,0.8045,39093646842.6,44.0301,5.2255
314,2022-01-05,603939.SH,216.1555,217.3216,206.4123,209.1208,7344431.0,412335344.0,1.0242,39956165250.6,45.0015,5.3408
315,2022-01-04,603939.SH,209.7227,221.1211,209.7227,216.4188,12079489.0,697207832.0,1.6845,41350570010.2,46.572,5.5272
316,2021-12-31,603939.SH,197.8729,215.3278,197.4967,207.3151,8032466.0,442913945.0,1.1201,39611157887.4,44.613,5.2947
317,2021-12-30,603939.SH,204.7571,204.7947,195.691,197.8729,6599572.0,347274763.0,0.9203,37807056884.0,40.7429,5.1951
318,2021-12-29,603939.SH,203.4404,209.7603,201.2209,203.8542,7823249.0,429380770.0,1.091,38949893774.6,41.9745,5.3522
319,2021-12-28,603939.SH,195.6158,209.0832,194.8634,202.9138,13082763.0,704370847.0,1.8244,38770202439.6,41.7808,5.3275
320,2021-12-27,603939.SH,184.3303,202.2743,183.9541,199.1895,10670526.0,565801464.0,1.488,38058624753.0,41.014,5.2297
321,2021-12-24,603939.SH,184.8945,186.4369,182.0355,183.8788,1914617.0,93864089.0,0.267,35133249819.2,37.8615,4.8277
322,2021-12-23,603939.SH,186.1736,186.9259,181.8098,184.1422,1890108.0,92357960.0,0.2636,35183563393.0,37.9157,4.8346
323,2021-12-22,603939.SH,185.7598,187.6783,183.9541,187.0764,2345557.0,115819047.0,0.3271,35744200358.2,38.5199,4.9117
324,2021-12-21,603939.SH,184.5936,191.1016,184.556,185.4588,2279934.0,113177283.0,0.3179,35435131262.0,38.1868,4.8692
325,2021-12-20,603939.SH,187.0388,191.4778,184.8193,186.136,2792095.0,138687751.0,0.3894,35564509023.2,38.3262,4.887
326,2021-12-17,603939.SH,191.9292,191.9292,187.2645,188.2426,2422822.0,121496666.0,0.3379,35967017613.6,38.76,4.9423
327,2021-12-16,603939.SH,192.0797,193.4339,185.1955,190.0107,4502869.0,225338504.0,0.6279,36304837323.4,39.124,4.9887
328,2021-12-15,603939.SH,195.6534,197.0453,191.4025,191.9292,3076086.0,158374081.0,0.429,36671407646.8,39.5191,5.0391
329,2021-12-14,603939.SH,193.2458,197.4967,192.4558,196.481,4871860.0,253046728.0,0.6794,37541113708.2,40.4563,5.1586
330,2021-12-13,603939.SH,192.3806,197.4967,186.2112,194.2239,5903911.0,305120032.0,0.8233,37109854504.2,39.9916,5.0993
331,2021-12-10,603939.SH,193.0577,193.0577,186.6626,191.1016,7632805.0,386006325.0,1.0644,36513279272.0,39.3487,5.0174
332,2021-12-09,603939.SH,176.5056,193.0577,175.7156,193.0577,12055912.0,599948450.0,1.6812,36887037248.8,39.7514,5.0687
333,2021-12-08,603939.SH,172.5181,175.9414,170.9757,175.4899,4178817.0,193269724.0,0.5827,33530403111.0,36.1342,4.6075
334,2021-12-07,603939.SH,167.8158,172.7062,167.8158,171.6529,4962706.0,225940434.0,0.6921,32797262464.2,35.3441,4.5067
335,2021-12-06,603939.SH,167.101,169.8472,165.7844,167.2515,2976551.0,132831478.0,0.4151,31956307016.4,34.4378,4.3912
336,2021-12-03,603939.SH,165.8972,168.4553,165.5963,167.0258,2308924.0,102380034.0,0.322,31913181096.0,34.3914,4.3852
337,2021-12-02,603939.SH,168.2672,169.0948,166.9129,167.3267,2434133.0,108633269.0,0.3394,31970682323.2,34.4533,4.3931
338,2021-12-01,603939.SH,169.8472,170.5619,165.5211,168.3801,4265531.0,189737669.0,0.5948,32171936618.4,34.6702,4.4208
339,2021-11-30,603939.SH,173.3833,174.3238,168.1543,169.8472,4172767.0,188898261.0,0.5819,32452255101.0,34.9723,4.4593
340,2021-11-29,603939.SH,176.5433,179.8161,172.33,173.5714,3207005.0,148692146.0,0.4472,33163832787.6,35.7391,4.5571
341,2021-11-26,603939.SH,178.2737,179.7032,176.1295,177.8599,2945704.0,139329669.0,0.4108,33983225275.2,36.6221,4.6697
342,2021-11-25,603939.SH,180.2299,185.346,179.1013,179.6656,5116667.0,247368254.0,0.7135,34328232638.4,36.9939,4.7171
343,2021-11-24,603939.SH,179.0637,180.9446,174.9257,180.2299,4838282.0,229073101.0,0.6747,34436047439.4,37.1101,4.7319
344,2021-11-23,603939.SH,172.6309,179.2518,170.9381,178.537,5287183.0,248054317.0,0.7373,34112603036.4,36.7616,4.6875
345,2021-11-22,603939.SH,176.0542,176.6561,171.841,173.0447,5949784.0,274042454.0,0.8297,33063205640.0,35.6307,4.5433
346,2021-11-19,603939.SH,177.5966,178.4618,176.0542,176.7313,3661806.0,172248974.0,0.5106,33767595673.2,36.3898,4.6401
347,2021-11-18,603939.SH,178.7251,180.3051,175.4899,177.1828,3482401.0,164281297.0,0.4856,33853847514.0,36.4827,4.6519
348,2021-11-17,603939.SH,181.0575,182.4117,178.1608,178.7251,3871107.0,184510024.0,0.5398,34148541303.4,36.8003,4.6924
349,2021-11-16,603939.SH,182.4493,183.9917,179.4399,181.2456,3184326.0,153138411.0,0.4441,34630114081.2,37.3193,4.7586
350,2021-11-15,603939.SH,181.4713,183.6155,179.8537,182.4493,3602021.0,174362548.0,0.5023,34860118990.0,37.5671,4.7902
351,2021-11-12,603939.SH,181.7346,183.9541,178.9885,181.4713,2135639.0,102804381.0,0.3055,34673240001.6,37.3657,4.7645
352,2021-11-11,603939.SH,180.3051,183.3898,179.4399,182.4493,1802264.0,87296644.0,0.2578,34860118990.0,37.5671,4.7902
353,2021-11-10,603939.SH,182.4493,183.8036,177.1828,182.186,4010565.0,192589573.0,0.5737,34809805416.2,37.5129,4.7833
354,2021-11-09,603939.SH,182.8631,186.0231,180.1546,184.3303,2401976.0,117547045.0,0.3436,35219501660.0,37.9544,4.8396
355,2021-11-08,603939.SH,191.854,191.854,182.9384,184.3303,3157948.0,154965030.0,0.4517,35219501660.0,37.9544,4.8396
356,2021-11-05,603939.SH,193.0954,194.4872,188.0545,188.0921,3312170.0,166995758.0,0.4738,35938267000.0,38.729,4.9383
357,2021-11-04,603939.SH,188.3554,196.0672,185.1203,193.2082,4474932.0,228216051.0,0.6401,36915787862.4,39.7824,5.0727
358,2021-11-03,603939.SH,181.396,190.1987,179.9289,187.904,3818334.0,189771699.0,0.5462,35902328733.0,38.6903,4.9334
359,2021-11-02,603939.SH,184.9698,193.3587,178.7627,180.5684,4234049.0,206887317.0,0.6056,34500736320.0,37.1798,4.7408
360,2021-11-01,603939.SH,179.7784,188.8445,178.6875,187.0764,5438293.0,268105823.0,0.7779,35744200358.2,38.5199,4.9117
361,2021-10-29,603939.SH,173.91,181.6217,171.9538,179.628,4934373.0,234266757.0,0.7058,34321044985.0,36.9862,4.7161
362,2021-10-28,603939.SH,184.2174,187.0764,171.54,174.2109,8510210.0,399172354.0,1.2173,33286022895.4,35.8708,4.5739
363,2021-10-27,603939.SH,188.8069,190.7254,184.7817,187.114,2384014.0,118497379.0,0.341,35751388011.6,38.5276,4.9127
364,2021-10-26,603939.SH,186.324,190.5373,185.4588,190.3116,2885047.0,145311969.0,0.4127,36362338550.6,39.186,4.9966
365,2021-10-25,603939.SH,184.8945,188.694,183.9917,186.4369,1889782.0,93416982.0,0.2703,35622010250.4,38.3882,4.8949
366,2021-10-22,603939.SH,188.0921,190.1987,185.4964,185.6845,2778229.0,137965604.0,0.3974,35478257182.4,38.2333,4.8751
367,2021-10-21,603939.SH,191.1016,192.7568,185.3836,187.8664,3098943.0,154904341.0,0.4433,35895141079.6,38.6825,4.9324
368,2021-10-20,603939.SH,193.3587,194.8258,189.973,191.1768,1673647.0,85015623.0,0.2394,36527654578.8,39.3642,5.0193
369,2021-10-19,603939.SH,191.1392,196.3682,190.3492,194.3744,2562799.0,131562659.0,0.3666,37138605117.8,40.0226,5.1033
370,2021-10-18,603939.SH,196.1801,197.0453,191.1768,192.9073,2811237.0,143930137.0,0.4021,36858286635.2,39.7205,5.0648
371,2021-10-15,603939.SH,199.9419,202.0109,193.0954,197.0453,3984439.0,208445126.0,0.5699,37648928509.2,40.5725,5.1734
372,2021-10-14,603939.SH,206.149,207.4656,197.7224,200.13,2980708.0,159709139.0,0.4264,38238316088.0,41.2077,5.2544
373,2021-10-13,603939.SH,206.5628,208.218,201.2586,206.2242,2388048.0,130522627.0,0.3416,39402715938.8,42.4625,5.4144
374,2021-10-12,603939.SH,204.7571,209.5346,201.4843,206.4875,4834481.0,264328694.0,0.6915,39453029512.6,42.5167,5.4213
375,2021-10-11,603939.SH,195.8039,207.5408,195.0515,204.4185,5497103.0,296240920.0,0.7863,39057708575.6,42.0907,5.367
376,2021-10-08,603939.SH,197.8729,198.6253,188.4307,194.2615,5136663.0,264073877.0,0.7347,37117042157.6,39.9993,5.1003
377,2021-09-30,603939.SH,193.0201,200.5062,193.0201,195.9167,2303123.0,120564497.0,0.3294,37433298907.2,40.3401,5.1438
378,2021-09-29,603939.SH,200.431,200.431,193.4339,194.3368,3871671.0,201923318.0,0.5538,37131417464.4,36.782,5.2666
